Titanic passager,Status,Disembarked at,Home Country,Age,Year of Birth,Crew or Passenger?,Gender,Class / Department,Embarked,Job,Job details,Ticket Number,Fare Price,Profile on Encyclopedia Titanica
"BECKWITH, Mrs Sallie",Survivor,Not Disembarked,United States,46,1865,Passenger,Female,1st Class,Southampton,,,11751,£52 11s 1d,http://www.encyclopedia-titanica.org/titanic-survivor/sallie-beckwith.html
"KIMBALL, Mr Edwin Nelson Jr.",Survivor,Not Disembarked,United States,42,1870,Passenger,Male,1st Class,Southampton,,,11753,£52 11s 1d,http://www.encyclopedia-titanica.org/titanic-survivor/edwin-nelson-kimball.html
"KIMBALL, Mrs Gertrude",Survivor,Not Disembarked,United States,45,1866,Passenger,Female,1st Class,Southampton,,,11753,£52 11s 1d,http://www.encyclopedia-titanica.org/titanic-survivor/gertrude-kimball.html
"MARVIN, Mr Daniel Warner",Victim,Not Disembarked,United States,18,1894,Passenger,Male,1st Class,Southampton,Of Independent Means,Of Independent Means,113773,£53 2s,http://www.encyclopedia-titanica.org/titanic-victim/daniel-warner-marvin.html
"FUTRELLE, Mr Jacques Heath",Victim,Not Disembarked,England,37,1875,Passenger,Male,1st Class,Southampton,Writer,Writer,113803,£53 2s,http://www.encyclopedia-titanica.org/titanic-victim/jacques-futrelle.html
"CHAMBERS, Mr Norman Campbell",Survivor,Not Disembarked,United States,27,1884,Passenger,Male,1st Class,Southampton,,,113806,£53 2s,http://www.encyclopedia-titanica.org/titanic-survivor/norman-campbell-chambers.html
"CHAMBERS, Mrs Bertha",Survivor,Not Disembarked,United States,32,1879,Passenger,Female,1st Class,Southampton,,,113806,£53 2s,http://www.encyclopedia-titanica.org/titanic-survivor/bertha-chambers.html
"FUTRELLE, Mrs Lily May",Survivor,Not Disembarked,England,35,1876,Passenger,Female,1st Class,Southampton,,,113803,£53 2s,http://www.encyclopedia-titanica.org/titanic-survivor/lily-may-futrelle.html
"MARVIN, Mrs Mary Graham Carmichael",Survivor,Not Disembarked,United States,18,1894,Passenger,Female,1st Class,Southampton,,,113773,£53 2s,http://www.encyclopedia-titanica.org/titanic-survivor/mary-marvin.html
"CHIBNALL, Mrs Edith Martha Bowerman",Survivor,Not Disembarked,England,48,1864,Passenger,Female,1st Class,Southampton,Of Independent Means,Of Independent Means,113505,£55,http://www.encyclopedia-titanica.org/titanic-survivor/edith-martha-chibnall.html
"BOWERMAN, Miss Elsie Edith",Survivor,Not Disembarked,England,22,1889,Passenger,Female,1st Class,Southampton,,,113505,£55,http://www.encyclopedia-titanica.org/titanic-survivor/elsie-edith-bowerman.html
"SILVEY, Mrs Alice",Survivor,Not Disembarked,United States,39,1872,Passenger,Female,1st Class,Cherbourg,,,13507,£55 18s,http://www.encyclopedia-titanica.org/titanic-survivor/alice-silvey.html
"SILVEY, Mr William Baird",Victim,Not Disembarked,United States,50,1862,Passenger,Male,1st Class,Cherbourg,,,13507,£55 18s,http://www.encyclopedia-titanica.org/titanic-victim/william-baird-silvey.html
"HARDER, Mr George Achilles",Survivor,Not Disembarked,United States,25,1886,Passenger,Male,1st Class,Cherbourg,Businessman,Businessman,11765,£55 8s 10d,http://www.encyclopedia-titanica.org/titanic-survivor/george-achilles-harder.html
"STENGEL, Mr Charles Emil Henry",Survivor,Not Disembarked,United States,54,1857,Passenger,Male,1st Class,Cherbourg,Businessman,Businessman,11778,£55 8s 10d,http://www.encyclopedia-titanica.org/titanic-survivor/charles-stengel.html
"HARDER, Mrs Dorothy",Survivor,Not Disembarked,United States,21,1890,Passenger,Female,1st Class,Cherbourg,,,11765,£55 8s 10d,http://www.encyclopedia-titanica.org/titanic-survivor/dorothy-harder.html
"STENGEL, Mrs Annie May",Survivor,Not Disembarked,United States,44,1867,Passenger,Female,1st Class,Cherbourg,,,11778,£55 8s 10d,http://www.encyclopedia-titanica.org/titanic-survivor/annie-may-stengel.html
"DUFF GORDON, Lucy Christiana, Lady",Survivor,Not Disembarked,England,48,1863,Passenger,Female,1st Class,Cherbourg,"Dressmaker, Couturiere",Dressmaker / Couturi�re,17485,£56 18s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/lady-duff-gordon.html
"FRANCATELLI, Miss Laura Mabel",Survivor,Not Disembarked,England,31,1881,Passenger,Female,1st Class,Cherbourg,Secretary,Secretary,17485,£56 18s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/laura-mabel-francatelli.html
"BING, Mr Lee",Survivor,Not Disembarked,,32,1880,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/lee-bing.html
"CHIP, Mr Chang",Survivor,Not Disembarked,,32,1880,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/chang-chip.html
"FOO, Mr Choong",Survivor,Not Disembarked,,32,1880,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/choong-foo.html
"HEE, Mr Ling",Survivor,Not Disembarked,,24,1888,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/ling-hee.html
"LAM, Mr Ali",Survivor,Not Disembarked,Hong Kong,38,1874,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/ali-lam.html
"LANG, Mr Fang",Survivor,Not Disembarked,,32,1880,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/fang-lang.html
"LAM, Mr Len",Victim,Not Disembarked,,23,1889,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-victim/len-lam.html
"LING, Mr Lee",Victim,Not Disembarked,,28,1884,Passenger,Male,3rd Class,Southampton,Seaman,Seaman,1601,£56 9s 11d,http://www.encyclopedia-titanica.org/titanic-victim/lee-ling.html
"DICK, Mr Albert Adrian",Survivor,Not Disembarked,Canada,31,1880,Passenger,Male,1st Class,Southampton,,,17474,£57,http://www.encyclopedia-titanica.org/titanic-survivor/albert-adrian-dick.html
"DICK, Mrs Vera",Survivor,Not Disembarked,United States,17,1894,Passenger,Female,1st Class,Southampton,,,17474,£57,http://www.encyclopedia-titanica.org/titanic-survivor/vera-dick.html
"MOCK, Mr Philipp Edmund",Survivor,Not Disembarked,United States,30,1881,Passenger,Male,1st Class,Cherbourg,,,13236,£57 15s,http://www.encyclopedia-titanica.org/titanic-survivor/philipp-mock.html
"SCHABERT, Mrs Emma",Survivor,Not Disembarked,Germany,35,1876,Passenger,Female,1st Class,Cherbourg,,,13236,£57 15s,http://www.encyclopedia-titanica.org/titanic-survivor/emma-schabert.html
"HIPPACH, Miss Jean Gertrude",Survivor,Not Disembarked,United States,17,1894,Passenger,Female,1st Class,Cherbourg,,,111361,£57 19s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/jean-gertrude-hippach.html
"HIPPACH, Mrs Ida Sophia",Survivor,Not Disembarked,United States,44,1867,Passenger,Female,1st Class,Cherbourg,,,111361,£57 19s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/ida-hippach.html
"GIBSON, Miss Dorothy Winifred",Survivor,Not Disembarked,United States,22,1889,Passenger,Female,1st Class,Cherbourg,,,112378,£59 8s,http://www.encyclopedia-titanica.org/titanic-survivor/dorothy-gibson.html
"GIBSON, Mrs Pauline Caroline",Survivor,Not Disembarked,United States,44,1867,Passenger,Female,1st Class,Cherbourg,,,112378,£59 8s,http://www.encyclopedia-titanica.org/titanic-survivor/pauline-gibson.html
"ROTHSCHILD, Mrs Elizabeth Jane Anne",Survivor,Not Disembarked,United States,54,1858,Passenger,Female,1st Class,Cherbourg,,,17603,£59 8s,http://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-jane-anne-rothschild.html
"ROTHSCHILD, Mr Martin",Victim,Not Disembarked,United States,46,1865,Passenger,Male,1st Class,Cherbourg,,,17603,£59 8s,http://www.encyclopedia-titanica.org/titanic-victim/martin-rothschild.html
"BURKE, Mr Jeremiah",Victim,Not Disembarked,Ireland,19,1893,Passenger,Male,3rd Class,Queenstown,Farm Labourer,Farm Labourer,365222,£6 15s,http://www.encyclopedia-titanica.org/titanic-victim/jeremiah-burke.html
"HEGARTY, Miss Hanora ""Nora""",Victim,Not Disembarked,Ireland,18,1894,Passenger,Female,3rd Class,Queenstown,,,365226,£6 15s,http://www.encyclopedia-titanica.org/titanic-victim/hanora-nora-hegarty.html
"HART, Mr Henry",Victim,Not Disembarked,Ireland,28,1883,Passenger,Male,3rd Class,Queenstown,General Labourer,General Labourer,394140,£6 17s 2d,http://www.encyclopedia-titanica.org/titanic-victim/henry-hart.html
"FLYNN, Mr John",Victim,Not Disembarked,Ireland,42,1870,Passenger,Male,3rd Class,Queenstown,Farm Labourer,Farm Labourer,368323,£6 19s,http://www.encyclopedia-titanica.org/titanic-victim/john-flynn.html
"DALY, Miss Margaret Marcella ""Maggie""",Survivor,Not Disembarked,Ireland,30,1882,Passenger,Female,3rd Class,Queenstown,Housekeeper,Housekeeper,382650,£6 19s,http://www.encyclopedia-titanica.org/titanic-survivor/maggie-daly.html
"HAGLAND, Mr Ingvald Olai Olsen",Victim,Not Disembarked,Norway,28,1884,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,65303,£6 19s 4d,http://www.encyclopedia-titanica.org/titanic-victim/ingvald-olai-olsen-hagland.html
"HAGLAND, Mr Konrad Mathias Reiersen",Victim,Not Disembarked,Norway,19,1892,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,65304,£6 19s 4d,http://www.encyclopedia-titanica.org/titanic-victim/konrad-hagland.html
"EKSTRöM, Mr Johan",Victim,Not Disembarked,Sweden,45,1866,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,347061,£6 19s 6d,http://www.encyclopedia-titanica.org/titanic-victim/johan-ekstrom.html
"HEDMAN, Mr Oskar Arvid",Survivor,Not Disembarked,Sweden,27,1884,Passenger,Male,3rd Class,Southampton,Settler Recruiter,Settler Recruiter,347089,£6 19s 6d,http://www.encyclopedia-titanica.org/titanic-survivor/oskar-arvid-hedman.html
"NYSVEEN, Mr Johan Hansen",Victim,Not Disembarked,Norway,60,1851,Passenger,Male,3rd Class,Southampton,Farm Labourer,Farmer,345364,£6 4s 9d,http://www.encyclopedia-titanica.org/titanic-victim/johan-hansen-nysveen.html
"THOMAS, Mr Charles R'ad.",Victim,Not Disembarked,Lebanon,31,1881,Passenger,Male,3rd Class,Cherbourg,Dealer,Dealer,2621,£6 8s 9d,http://www.encyclopedia-titanica.org/titanic-victim/charles-rad-thomas.html
"THOMAS/TANNOUS, Mr John",Victim,Not Disembarked,,34,1878,Passenger,Male,3rd Class,Cherbourg,Dealer,Dealer,2681,£6 8s 9d,http://www.encyclopedia-titanica.org/titanic-victim/john-thomas-tannous.html
"LYMPEROPOULUS, Mr Panagiotis K.",Victim,Not Disembarked,Greece,30,1882,Passenger,Male,3rd Class,Cherbourg,General Labourer,General Labourer,2683,£6 8s 9d,http://www.encyclopedia-titanica.org/titanic-victim/panagiotis-lymperopoulus.html
"HOLM, Mr John Fredrik Alexander",Victim,Not Disembarked,Sweden,43,1869,Passenger,Male,3rd Class,Southampton,Farm Labourer,Farmer,7075,£6 9s,http://www.encyclopedia-titanica.org/titanic-victim/john-fredrik-alexander-holm.html
"JOHANSON, Mr Jakob Alfred",Victim,Not Disembarked,Finland,34,1877,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,3101264,£6 9s 11d,http://www.encyclopedia-titanica.org/titanic-victim/jakob-alfred-johanson.html
"WIKLUND, Mr Jakob Alfred",Victim,Not Disembarked,Finland,18,1894,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,3101267,£6 9s 11d,http://www.encyclopedia-titanica.org/titanic-victim/jakob-alfred-wiklund.html
"WIKLUND, Mr Karl Johan",Victim,Not Disembarked,Finland,21,1891,Passenger,Male,3rd Class,Southampton,General Labourer,General Labourer,3101266,£6 9s 11d,http://www.encyclopedia-titanica.org/titanic-victim/karl-johan-wiklund.html
"SJöBLOM, Miss Anna Sofia",Survivor,Not Disembarked,Finland,18,1894,Passenger,Female,3rd Class,Southampton,,,3101265,£6 9s 11d,http://www.encyclopedia-titanica.org/titanic-survivor/anna-sofia-sjoblom.html
"SMITH, Mrs Mary Eloise",Survivor,Not Disembarked,United States,18,1893,Passenger,Female,1st Class,Cherbourg,,,13695,£60,http://www.encyclopedia-titanica.org/titanic-survivor/mary-eloise-smith.html
"SMITH, Mr Lucian Philip",Victim,Not Disembarked,United States,24,1887,Passenger,Male,1st Class,Cherbourg,,,13695,£60,http://www.encyclopedia-titanica.org/titanic-victim/lucian-philip-smith.html
"OSTBY, Mr Engelhart Cornelius",Victim,Not Disembarked,United States,64,1847,Passenger,Male,1st Class,Southampton,Jeweller,Jeweller,113509,£61 19s 7d,http://www.encyclopedia-titanica.org/titanic-victim/engelhart-cornelius-ostby.html
"ØSTBY, Miss Helen Ragnhild",Survivor,Not Disembarked,United States,22,1889,Passenger,Female,1st Class,Southampton,,,113509,£61 19s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/helen-ragnhild-ostby.html
"CHAFFEE, Mrs Carrie Constance",Survivor,Not Disembarked,United States,47,1864,Passenger,Female,1st Class,Southampton,,,5734,£61 3s 6d,http://www.encyclopedia-titanica.org/titanic-survivor/carrie-constance-chaffee.html
"CHAFFEE, Mr Herbert Fuller",Victim,Not Disembarked,United States,46,1865,Passenger,Male,1st Class,Southampton,,,5734,£61 3s 6d,http://www.encyclopedia-titanica.org/titanic-victim/herbert-fuller-chaffee.html
"WILLIAMS, Mr Charles Duane",Victim,Not Disembarked,Switzerland,51,1860,Passenger,Male,1st Class,Cherbourg,Lawyer,Lawyer,17597,£61 7s 7d,http://www.encyclopedia-titanica.org/titanic-victim/charles-duane-williams.html
"WILLIAMS, Mr Richard Norris II",Survivor,Not Disembarked,Switzerland,21,1891,Passenger,Male,1st Class,Cherbourg,Sportsman,Sportsman,17597,£61 7s 7d,http://www.encyclopedia-titanica.org/titanic-survivor/richard-norris-williams.html
"BESSETTE, Miss Nellie Mayo",Survivor,Not Disembarked,,39,1872,Passenger,Female,1st Class,Cherbourg,Personal Maid,Personal Maid,17760,£63 7s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/nellie-bessette.html
"GREENFIELD, Mr William Bertram",Survivor,Not Disembarked,United States,23,1888,Passenger,Male,1st Class,Cherbourg,,,17759,£63 7s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/william-bertram-greenfield.html
"GREENFIELD, Mrs Blanche",Survivor,Not Disembarked,United States,45,1867,Passenger,Female,1st Class,Cherbourg,,,17759,£63 7s 2d,http://www.encyclopedia-titanica.org/titanic-survivor/blanche-greenfield.html
"SWEET, Mr George Frederick",Victim,Not Disembarked,England,14,1897,Passenger,Male,2nd Class,Southampton,Farm Labourer,Farm Labourer,220845,£65,http://www.encyclopedia-titanica.org/titanic-victim/george-frederick-sweet.html
"HERMAN, Mr Samuel",Victim,Not Disembarked,England,49,1862,Passenger,Male,2nd Class,Southampton,Farm Labourer,Farmer,220845,£65,http://www.encyclopedia-titanica.org/titanic-victim/samuel-herman.html
"HERMAN, Miss Alice",Survivor,Not Disembarked,,23,1887,Passenger,Female,2nd Class,Southampton,,,220845,£65,http://www.encyclopedia-titanica.org/titanic-survivor/alice-herman.html
"HERMAN, Miss Kate",Survivor,Not Disembarked,,23,1887,Passenger,Female,2nd Class,Southampton,,,220845,£65,http://www.encyclopedia-titanica.org/titanic-survivor/kate-herman.html
"HERMAN, Mrs Jane",Survivor,Not Disembarked,,48,1863,Passenger,Female,2nd Class,Southampton,,,220845,£65,http://www.encyclopedia-titanica.org/titanic-survivor/jane-herman.html
"PEARS, Mr Thomas Clinton",Victim,Not Disembarked,England,29,1882,Passenger,Male,1st Class,Southampton,Of Independent Means,Of Independent Means,113776,£66 12s,http://www.encyclopedia-titanica.org/titanic-victim/thomas-clinton-pears.html
"PEARS, Mrs Edith",Survivor,Not Disembarked,England,22,1889,Passenger,Female,1st Class,Southampton,,,113776,£66 12s,http://www.encyclopedia-titanica.org/titanic-survivor/edith-pears.html
"SAGE, Mr Douglas Bullen",Victim,Not Disembarked,England,18,1894,Passenger,Male,3rd Class,Southampton,Baker,Baker,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/douglas-bullen-sage.html
"SAGE, Mr George John",Victim,Not Disembarked,England,19,1892,Passenger,Male,3rd Class,Southampton,Barman,Barman,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/george-john-sage.html
"SAGE, Mr Frederick",Victim,Not Disembarked,England,16,1895,Passenger,Male,3rd Class,Southampton,Cook,Cook,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/frederick-sage.html
"SAGE, Miss Stella Anne",Victim,Not Disembarked,England,20,1891,Passenger,Female,3rd Class,Southampton,"Dressmaker, Couturiere",Dressmaker / Couturi�re,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/stella-anne-sage.html
"SAGE, Miss Dorothy",Victim,Not Disembarked,England,14,1897,Passenger,Female,3rd Class,Southampton,Scholar,Scholar,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/dorothy-dolly-florence-sage.html
"SAGE, Mr John George",Victim,Not Disembarked,England,44,1867,Passenger,Male,3rd Class,Southampton,Tradesman,Tradesman,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/john-george-sage.html
"SAGE, Master Anthony William",Victim,Not Disembarked,England,12,1899,Passenger,Male,3rd Class,Southampton,,,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/anthony-william-sage.html
"SAGE, Master Thomas Henry",Victim,Not Disembarked,England,4,1907,Passenger,Male,3rd Class,Southampton,,,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/thomas-henry-sage.html
"SAGE, Miss Constance Gladys",Victim,Not Disembarked,England,7,1904,Passenger,Female,3rd Class,Southampton,,,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/constance-gladys-sage.html
"SAGE, Miss Elizabeth Ada",Victim,Not Disembarked,England,10,1901,Passenger,Female,3rd Class,Southampton,,,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/elizabeth-ada-sage.html
"SAGE, Mrs Annie Elizabeth",Victim,Not Disembarked,England,44,1867,Passenger,Female,3rd Class,Southampton,,,2343,£69 11s,http://www.encyclopedia-titanica.org/titanic-victim/annie-elizabeth-sage.html
"SäGESSER, Mlle Emma",Survivor,Not Disembarked,,24,1887,Passenger,Female,1st Class,Cherbourg,Personal Maid,Personal Maid,17477,£69 6s,http://www.encyclopedia-titanica.org/titanic-survivor/emma-sagesser.html
"AUBART, Mme. Léontine Pauline",Survivor,Not Disembarked,France,24,1887,Passenger,Female,1st Class,Cherbourg,Singer,Singer,17477,£69 6s,http://www.encyclopedia-titanica.org/titanic-survivor/leontine-pauline-aubart.html
"PEARCE, Mr Ernest",Victim,Not Disembarked,England,32,1880,Passenger,Male,3rd Class,Southampton,Farm Labourer,Farmer,343271,£7,http://www.encyclopedia-titanica.org/titanic-victim/ernest-pearce.html
"WILKES, Mrs Ellen",Survivor,Not Disembarked,England,47,1864,Passenger,Female,3rd Class,Southampton,,,363272,£7,http://www.encyclopedia-titanica.org/titanic-survivor/ellen-wilkes.html
"KARLSSON, Mr Nils August",Victim,Not Disembarked,Sweden,22,1889,Passenger,Male,3rd Class,Southampton,Farm Labourer,Farmer,350060,£7 10s 5d,http://www.encyclopedia-titanica.org/titanic-victim/nils-august-karlsson.html
