ID,Name,Type,Year,Category (Saffir-Simpson Scale),Wind (knots),Area,Gender of Name,Month(s),Start Date,End Date,Duration (days),Page url
Erin - Tropical Storm (2007),Erin,Tropical Storm,2007,,35,Atlantic,,August,15/08/2007,19/08/2007,5,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Ernesto - Tropical Storm (2000),Ernesto,Tropical Storm,2000,,35,Atlantic,,September,2/09/2000,3/09/2000,2,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Fabian - Tropical Storm (1997),Fabian,Tropical Storm,1997,,40,Atlantic,,October,7/10/1997,8/10/1997,2,http://weather.unisys.com/hurricane/atlantic/1997H/index.php
Fay - Tropical Storm (2002),Fay,Tropical Storm,2002,,50,Atlantic,,September,5/09/2002,8/09/2002,4,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Fernand - Tropical Storm (2013),Fernand,Tropical Storm,2013,,45,Atlantic,,August,25/08/2013,26/08/2013,2,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Florence - Tropical Storm (2012),Florence,Tropical Storm,2012,,50,Atlantic,,August,4/08/2012,6/08/2012,3,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Frances - Tropical Storm (1998),Frances,Tropical Storm,1998,,55,Atlantic,,September,8/09/1998,12/09/1998,5,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Franklin - Tropical Storm (2011),Franklin,Tropical Storm,2011,,40,Atlantic,,August,12/08/2011,13/08/2011,2,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Franklin - Tropical Storm (2005),Franklin,Tropical Storm,2005,,60,Atlantic,,July,21/07/2005,29/07/2005,9,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Gabrielle - Tropical Storm (2007),Gabrielle,Tropical Storm,2007,,45,Atlantic,,September,8/09/2007,11/09/2007,4,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Gabrielle - Tropical Storm (2013),Gabrielle,Tropical Storm,2013,,50,Atlantic,,September,4/09/2013,13/09/2013,10,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Gamma - Tropical Storm (2005),Gamma,Tropical Storm,2005,,40,Atlantic,,November,18/11/2005,21/11/2005,4,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Gert - Tropical Storm (2011),Gert,Tropical Storm,2011,,50,Atlantic,,August,14/08/2011,16/08/2011,3,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Gert - Tropical Storm (2005),Gert,Tropical Storm,2005,,40,Atlantic,,July,23/07/2005,25/07/2005,3,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Grace - Tropical Storm (1997),Grace,Tropical Storm,1997,,40,Atlantic,,October,16/10/1997,17/10/1997,2,http://weather.unisys.com/hurricane/atlantic/1997H/index.php
Grace - Tropical Storm (2009),Grace,Tropical Storm,2009,,60,Atlantic,,October,5/10/2009,6/10/2009,2,http://weather.unisys.com/hurricane/atlantic/2009H/index.php
Hanna - Tropical Storm (2002),Hanna,Tropical Storm,2002,,45,Atlantic,,September,12/09/2002,14/09/2002,3,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Harvey - Tropical Storm (2011),Harvey,Tropical Storm,2011,,50,Atlantic,,August,19/08/2011,22/08/2011,4,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Harvey - Tropical Storm (1999),Harvey,Tropical Storm,1999,,50,Atlantic,,September,19/09/1999,22/09/1999,4,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Harvey - Tropical Storm (2005) - Atlantic,Harvey,Tropical Storm,2005,,55,Atlantic,,August,2/08/2005,8/08/2005,7,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Helene - Tropical Storm (2012),Helene,Tropical Storm,2012,,40,Atlantic,,August,9/08/2012,18/08/2012,10,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Helene - Tropical Storm (2000),Helene,Tropical Storm,2000,,55,Atlantic,,September,15/09/2000,22/09/2000,8,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Henri - Tropical Storm (2009),Henri,Tropical Storm,2009,,45,Atlantic,,October,6/10/2009,8/10/2009,3,http://weather.unisys.com/hurricane/atlantic/2009H/index.php
Hermine - Tropical Storm (1998),Hermine,Tropical Storm,1998,,40,Atlantic,,September,17/09/1998,20/09/1998,4,http://weather.unisys.com/hurricane/atlantic/1998H/index.php
Ingrid - Tropical Storm (2007),Ingrid,Tropical Storm,2007,,40,Atlantic,,September,12/09/2007,17/09/2007,6,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Jerry - Tropical Storm (2007),Jerry,Tropical Storm,2007,,40,Atlantic,,September,23/09/2007,25/09/2007,3,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Jerry - Tropical Storm (2013),Jerry,Tropical Storm,2013,,45,Atlantic,,"September, October",29/09/2013,3/10/2013,5,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Jerry - Tropical Storm (2001),Jerry,Tropical Storm,2001,,45,Atlantic,,October,6/10/2001,8/10/2001,3,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Jose - Tropical Storm (2005),Jose,Tropical Storm,2005,,45,Atlantic,,August,22/08/2005,23/08/2005,2,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Jose - Tropical Storm (2011),Jose,Tropical Storm,2011,,40,Atlantic,,August,28/08/2011,29/08/2011,2,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Josephine - Tropical Storm (2002),Josephine,Tropical Storm,2002,,50,Atlantic,,September,17/09/2002,19/09/2002,3,http://weather.unisys.com/hurricane/atlantic/2002H/index.php
Joyce - Tropical Storm (2012),Joyce,Tropical Storm,2012,,35,Atlantic,,August,22/08/2012,24/08/2012,3,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Karen - Tropical Storm (2007),Karen,Tropical Storm,2007,,60,Atlantic,,September,25/09/2007,29/09/2007,5,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Karen - Tropical Storm (2013),Karen,Tropical Storm,2013,,55,Atlantic,,October,3/10/2013,6/10/2013,4,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Katrina - Tropical Storm (1999),Katrina,Tropical Storm,1999,,35,Atlantic,,"October, November",28/10/1999,1/11/1999,5,http://weather.unisys.com/hurricane/atlantic/1999H/index.php
Lee - Tropical Storm (2005),Lee,Tropical Storm,2005,,35,Atlantic,,"August, September",28/08/2005,2/09/2005,6,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Lee - Tropical Storm (2011),Lee,Tropical Storm,2011,,50,Atlantic,,September,2/09/2011,5/09/2011,4,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Leslie - Tropical Storm (2000),Leslie,Tropical Storm,2000,,35,Atlantic,,October,5/10/2000,7/10/2000,3,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Lorenzo - Tropical Storm (2013),Lorenzo,Tropical Storm,2013,,45,Atlantic,,October,21/10/2013,24/10/2013,4,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Lorenzo - Tropical Storm (2001),Lorenzo,Tropical Storm,2001,,35,Atlantic,,October,27/10/2001,31/10/2001,5,http://weather.unisys.com/hurricane/atlantic/2001H/index.php
Melissa - Tropical Storm (2013),Melissa,Tropical Storm,2013,,55,Atlantic,,November,18/11/2013,21/11/2013,4,http://weather.unisys.com/hurricane/atlantic/2013/index.php
Melissa - Tropical Storm (2007),Melissa,Tropical Storm,2007,,40,Atlantic,,September,28/09/2007,30/09/2007,3,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Nadine - Tropical Storm (2000),Nadine,Tropical Storm,2000,,50,Atlantic,,October,19/10/2000,22/10/2000,4,http://weather.unisys.com/hurricane/atlantic/2000H/index.php
Nate - Tropical Storm (2011),Nate,Tropical Storm,2011,,60,Atlantic,,September,7/09/2011,11/09/2011,5,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Olga - Tropical Storm (2007),Olga,Tropical Storm,2007,,50,Atlantic,,December,11/12/2007,13/12/2007,3,http://weather.unisys.com/hurricane/atlantic/2007H/index.php
Oscar - Tropical Storm (2012),Oscar,Tropical Storm,2012,,45,Atlantic,,October,3/10/2012,5/10/2012,3,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Patty - Tropical Storm (2012),Patty,Tropical Storm,2012,,40,Atlantic,,October,11/10/2012,13/10/2012,3,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Sean - Tropical Storm (2011),Sean,Tropical Storm,2011,,55,Atlantic,,November,8/11/2011,11/11/2011,4,http://weather.unisys.com/hurricane/atlantic/2011H/index.php
Tammy - Tropical Storm (2005),Tammy,Tropical Storm,2005,,45,Atlantic,,October,5/10/2005,6/10/2005,2,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
Tony - Tropical Storm (2012),Tony,Tropical Storm,2012,,45,Atlantic,,October,22/10/2012,25/10/2012,4,http://weather.unisys.com/hurricane/atlantic/2012H/index.php
Zeta - Tropical Storm (2005),Zeta,Tropical Storm,"2005, 2006",,55,Atlantic,,"December, January",30/12/2005,6/01/2006,8,http://weather.unisys.com/hurricane/atlantic/2005H/index.php
09e - Tropical Storm (2007),09e,Tropical Storm,2007,,35,Eastern Pacific,,August,8/08/2007,9/08/2007,2,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
10e - Tropical Storm (2007),10e,Tropical Storm,2007,,35,Eastern Pacific,,August,29/08/2007,29/08/2007,1,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
12e - Tropical Storm (2007),12e,Tropical Storm,2007,,50,Eastern Pacific,,September,18/09/2007,19/09/2007,2,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
14e - Tropical Storm (2006),14e,Tropical Storm,2006,,35,Eastern Pacific,,September,16/09/2006,16/09/2006,1,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Agatha - Tropical Storm (1998),Agatha,Tropical Storm,1998,,55,Eastern Pacific,,June,11/06/1998,16/06/1998,6,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Agatha - Tropical Storm (2010),Agatha,Tropical Storm,2010,,40,Eastern Pacific,,May,29/05/2010,30/05/2010,2,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Aletta - Tropical Storm (2012),Aletta,Tropical Storm,2012,,40,Eastern Pacific,,May,14/05/2012,19/05/2012,6,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Aletta - Tropical Storm (2006),Aletta,Tropical Storm,2006,,40,Eastern Pacific,,May,27/05/2006,30/05/2006,4,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Alika - Tropical Storm (2002),Alika,Tropical Storm,2002,,55,Eastern Pacific,,August,22/08/2002,28/08/2002,7,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Alma - Tropical Storm (2008),Alma,Tropical Storm,2008,,55,Eastern Pacific,,May,29/05/2008,30/05/2008,2,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Alvin - Tropical Storm (2013),Alvin,Tropical Storm,2013,,45,Eastern Pacific,,May,15/05/2013,17/05/2013,3,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Alvin - Tropical Storm (2007),Alvin,Tropical Storm,2007,,35,Eastern Pacific,,May,29/05/2007,31/05/2007,3,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Andres - Tropical Storm (2003),Andres,Tropical Storm,2003,,40,Eastern Pacific,,May,20/05/2003,26/05/2003,7,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Andres - Tropical Storm (1997),Andres,Tropical Storm,1997,,45,Eastern Pacific,,June,1/06/1997,6/06/1997,6,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Barbara - Tropical Storm (2007),Barbara,Tropical Storm,2007,,45,Eastern Pacific,,"May, June",30/05/2007,2/06/2007,4,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Barbara - Tropical Storm (2001),Barbara,Tropical Storm,2001,,50,Eastern Pacific,,June,20/06/2001,22/06/2001,3,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Beatriz - Tropical Storm (2005),Beatriz,Tropical Storm,2005,,45,Eastern Pacific,,June,21/06/2005,24/06/2005,4,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Blanca - Tropical Storm (1997),Blanca,Tropical Storm,1997,,40,Eastern Pacific,,June,9/06/1997,12/06/1997,4,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Blanca - Tropical Storm (2003),Blanca,Tropical Storm,2003,,55,Eastern Pacific,,June,17/06/2003,22/06/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Blanca - Tropical Storm (2009),Blanca,Tropical Storm,2009,,45,Eastern Pacific,,July,6/07/2009,9/07/2009,4,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Blas - Tropical Storm (2010),Blas,Tropical Storm,2010,,55,Eastern Pacific,,June,17/06/2010,21/06/2010,5,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Boris - Tropical Storm (2002),Boris,Tropical Storm,2002,,50,Eastern Pacific,,June,8/06/2002,11/06/2002,4,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Boris - Tropical Storm (2014),Boris,Tropical Storm,2014,,35,Eastern Pacific,,June,2/06/2014,4/06/2014,3,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Bud - Tropical Storm (2000),Bud,Tropical Storm,2000,,45,Eastern Pacific,,June,13/06/2000,17/06/2000,5,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Calvin - Tropical Storm (1999),Calvin,Tropical Storm,1999,,35,Eastern Pacific,,July,25/07/1999,27/07/1999,3,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Calvin - Tropical Storm (2005),Calvin,Tropical Storm,2005,,45,Eastern Pacific,,June,26/06/2005,29/06/2005,4,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Carlos - Tropical Storm (1997),Carlos,Tropical Storm,1997,,45,Eastern Pacific,,June,25/06/1997,27/06/1997,3,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Carlos - Tropical Storm (2003),Carlos,Tropical Storm,2003,,55,Eastern Pacific,,June,26/06/2003,27/06/2003,2,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Celia - Tropical Storm (1998),Celia,Tropical Storm,1998,,50,Eastern Pacific,,July,17/07/1998,21/07/1998,5,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Cosme - Tropical Storm (2001),Cosme,Tropical Storm,2001,,45,Eastern Pacific,,July,13/07/2001,15/07/2001,3,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Cristina - Tropical Storm (2008),Cristina,Tropical Storm,2008,,45,Eastern Pacific,,"June, July",27/06/2008,1/07/2008,5,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Cristina - Tropical Storm (2002),Cristina,Tropical Storm,2002,,55,Eastern Pacific,,July,9/07/2002,16/07/2002,8,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Dalila - Tropical Storm (2007),Dalila,Tropical Storm,2007,,50,Eastern Pacific,,July,23/07/2007,27/07/2007,5,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Dolores - Tropical Storm (2009),Dolores,Tropical Storm,2009,,45,Eastern Pacific,,July,15/07/2009,17/07/2009,3,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Dolores - Tropical Storm (2003),Dolores,Tropical Storm,2003,,35,Eastern Pacific,,July,6/07/2003,8/07/2003,3,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Dora - Tropical Storm (2005),Dora,Tropical Storm,2005,,35,Eastern Pacific,,July,4/07/2005,6/07/2005,3,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Douglas - Tropical Storm (2008),Douglas,Tropical Storm,2008,,35,Eastern Pacific,,July,2/07/2008,4/07/2008,3,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Douglas - Tropical Storm (2014),Douglas,Tropical Storm,2014,,40,Eastern Pacific,,"June, July",28/06/2014,5/07/2014,8,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Elida - Tropical Storm (2014),Elida,Tropical Storm,2014,,45,Eastern Pacific,,"June, July",30/06/2014,2/07/2014,3,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Emilia - Tropical Storm (2006),Emilia,Tropical Storm,2006,,60,Eastern Pacific,,July,21/07/2006,28/07/2006,8,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Emilia - Tropical Storm (2000),Emilia,Tropical Storm,2000,,55,Eastern Pacific,,July,26/07/2000,30/07/2000,5,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Enrique - Tropical Storm (2003),Enrique,Tropical Storm,2003,,55,Eastern Pacific,,July,10/07/2003,16/07/2003,7,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Enrique - Tropical Storm (2009),Enrique,Tropical Storm,2009,,50,Eastern Pacific,,August,3/08/2009,7/08/2009,5,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Erick - Tropical Storm (2007),Erick,Tropical Storm,2007,,35,Eastern Pacific,,"July, August",31/07/2007,2/08/2007,3,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Erick - Tropical Storm (2001),Erick,Tropical Storm,2001,,35,Eastern Pacific,,July,20/07/2001,24/07/2001,5,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Estelle - Tropical Storm (2010),Estelle,Tropical Storm,2010,,55,Eastern Pacific,,August,6/08/2010,10/08/2010,5,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Eugene - Tropical Storm (2005),Eugene,Tropical Storm,2005,,60,Eastern Pacific,,July,18/07/2005,20/07/2005,3,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Fabio - Tropical Storm (2006),Fabio,Tropical Storm,2006,,45,Eastern Pacific,,"July, August",31/07/2006,3/08/2006,4,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Fabio - Tropical Storm (2000),Fabio,Tropical Storm,2000,,45,Eastern Pacific,,August,3/08/2000,6/08/2000,4,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Fausto - Tropical Storm (2014),Fausto,Tropical Storm,2014,,40,Eastern Pacific,,July,7/07/2014,9/07/2014,3,http://weather.unisys.com/hurricane/e_pacific/2014/index.php
Felicia - Tropical Storm (2003),Felicia,Tropical Storm,2003,,45,Eastern Pacific,,July,18/07/2003,23/07/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Fernanda - Tropical Storm (2011),Fernanda,Tropical Storm,2011,,55,Eastern Pacific,,August,15/08/2011,20/08/2011,6,http://weather.unisys.com/hurricane/e_pacific/2011H/index.php
Fernanda - Tropical Storm (1999),Fernanda,Tropical Storm,1999,,55,Eastern Pacific,,August,17/08/1999,22/08/1999,6,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Flossie - Tropical Storm (2013),Flossie,Tropical Storm,2013,,55,Eastern Pacific,,July,25/07/2013,30/07/2013,6,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Frank - Tropical Storm (1998),Frank,Tropical Storm,1998,,35,Eastern Pacific,,August,6/08/1998,10/08/1998,5,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
Genevieve - Tropical Storm (2002),Genevieve,Tropical Storm,2002,,60,Eastern Pacific,,"August, September",26/08/2002,1/09/2002,7,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Georgette - Tropical Storm (2010),Georgette,Tropical Storm,2010,,35,Eastern Pacific,,September,21/09/2010,23/09/2010,3,http://weather.unisys.com/hurricane/e_pacific/2010H/index.php
Gil - Tropical Storm (2007),Gil,Tropical Storm,2007,,40,Eastern Pacific,,"August, September",29/08/2007,2/09/2007,5,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Gilma - Tropical Storm (2006),Gilma,Tropical Storm,2006,,35,Eastern Pacific,,August,1/08/2006,3/08/2006,3,http://weather.unisys.com/hurricane/e_pacific/2006H/index.php
Greg - Tropical Storm (2005),Greg,Tropical Storm,2005,,45,Eastern Pacific,,August,11/08/2005,15/08/2005,5,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Guillermo - Tropical Storm (2003),Guillermo,Tropical Storm,2003,,50,Eastern Pacific,,August,7/08/2003,12/08/2003,6,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Hector - Tropical Storm (2012),Hector,Tropical Storm,2012,,40,Eastern Pacific,,August,11/08/2012,17/08/2012,7,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Henriette - Tropical Storm (2001),Henriette,Tropical Storm,2001,,55,Eastern Pacific,,September,4/09/2001,8/09/2001,5,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Hilda - Tropical Storm (2003),Hilda,Tropical Storm,2003,,35,Eastern Pacific,,August,9/08/2003,13/08/2003,5,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Hilda - Tropical Storm (1997),Hilda,Tropical Storm,1997,,45,Eastern Pacific,,August,10/08/1997,15/08/1997,6,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Hilda - Tropical Storm (2009),Hilda,Tropical Storm,2009,,55,Eastern Pacific,,August,22/08/2009,27/08/2009,6,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Ignacio - Tropical Storm (1997),Ignacio,Tropical Storm,1997,,35,Eastern Pacific,,August,17/08/1997,18/08/1997,2,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Ignacio - Tropical Storm (2009),Ignacio,Tropical Storm,2009,,45,Eastern Pacific,,August,24/08/2009,27/08/2009,4,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Ileana - Tropical Storm (2000),Ileana,Tropical Storm,2000,,60,Eastern Pacific,,August,13/08/2000,17/08/2000,5,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Irwin - Tropical Storm (1999),Irwin,Tropical Storm,1999,,50,Eastern Pacific,,October,8/10/1999,11/10/1999,4,http://weather.unisys.com/hurricane/e_pacific/1999H/index.php
Irwin - Tropical Storm (2005),Irwin,Tropical Storm,2005,,45,Eastern Pacific,,August,25/08/2005,28/08/2005,4,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Iselle - Tropical Storm (2008),Iselle,Tropical Storm,2008,,45,Eastern Pacific,,August,13/08/2008,17/08/2008,5,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Iselle - Tropical Storm (2002),Iselle,Tropical Storm,2002,,60,Eastern Pacific,,September,15/09/2002,20/09/2002,6,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Ivo - Tropical Storm (2001),Ivo,Tropical Storm,2001,,45,Eastern Pacific,,September,10/09/2001,14/09/2001,5,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Ivo - Tropical Storm (2013),Ivo,Tropical Storm,2013,,40,Eastern Pacific,,August,23/08/2013,25/08/2013,3,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Javier - Tropical Storm (1998),Javier,Tropical Storm,1998,,45,Eastern Pacific,,September,7/09/1998,11/09/1998,5,http://weather.unisys.com/hurricane/e_pacific/1998H/index.php
John - Tropical Storm (2000),John,Tropical Storm,2000,,60,Eastern Pacific,,"August, September",28/08/2000,1/09/2000,5,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
John - Tropical Storm (2012),John,Tropical Storm,2012,,35,Eastern Pacific,,September,2/09/2012,4/09/2012,3,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Juliette - Tropical Storm (2007),Juliette,Tropical Storm,2007,,45,Eastern Pacific,,"September, October",29/09/2007,2/10/2007,4,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Juliette - Tropical Storm (2013),Juliette,Tropical Storm,2013,,45,Eastern Pacific,,August,28/08/2013,30/08/2013,3,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Julio - Tropical Storm (2008),Julio,Tropical Storm,2008,,45,Eastern Pacific,,August,23/08/2008,26/08/2008,4,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Julio - Tropical Storm (2002),Julio,Tropical Storm,2002,,35,Eastern Pacific,,September,25/09/2002,26/09/2002,2,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Karina - Tropical Storm (2008),Karina,Tropical Storm,2008,,35,Eastern Pacific,,September,2/09/2008,3/09/2008,2,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Kevin - Tropical Storm (2009),Kevin,Tropical Storm,2009,,45,Eastern Pacific,,"August, September",29/08/2009,1/09/2009,4,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Kevin - Tropical Storm (1997),Kevin,Tropical Storm,1997,,50,Eastern Pacific,,September,3/09/1997,6/09/1997,4,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Kevin - Tropical Storm (2003),Kevin,Tropical Storm,2003,,35,Eastern Pacific,,September,3/09/2003,6/09/2003,4,http://weather.unisys.com/hurricane/e_pacific/2003H/index.php
Kika - Tropical Storm (2008),Kika,Tropical Storm,2008,,35,Eastern Pacific,,August,6/08/2008,12/08/2008,7,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Kiko - Tropical Storm (2013),Kiko,Tropical Storm,2013,,60,Eastern Pacific,,"August, September",31/08/2013,2/09/2013,3,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Kiko - Tropical Storm (2007),Kiko,Tropical Storm,2007,,60,Eastern Pacific,,October,15/10/2007,23/10/2007,9,http://weather.unisys.com/hurricane/e_pacific/2007H/index.php
Kristy - Tropical Storm (2012),Kristy,Tropical Storm,2012,,50,Eastern Pacific,,September,12/09/2012,17/09/2012,6,http://weather.unisys.com/hurricane/e_pacific/2012H/index.php
Kristy - Tropical Storm (2000),Kristy,Tropical Storm,2000,,35,Eastern Pacific,,"August, September",31/08/2000,3/09/2000,4,http://weather.unisys.com/hurricane/e_pacific/2000H/index.php
Lana - Tropical Storm (2009),Lana,Tropical Storm,2009,,55,Eastern Pacific,,"July, August",30/07/2009,3/08/2009,5,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Lidia - Tropical Storm (2005),Lidia,Tropical Storm,2005,,40,Eastern Pacific,,September,17/09/2005,19/09/2005,3,http://weather.unisys.com/hurricane/e_pacific/2005H/index.php
Lorena - Tropical Storm (2001),Lorena,Tropical Storm,2001,,50,Eastern Pacific,,October,2/10/2001,4/10/2001,3,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Lorena - Tropical Storm (2013),Lorena,Tropical Storm,2013,,40,Eastern Pacific,,September,5/09/2013,8/09/2013,4,http://weather.unisys.com/hurricane/e_pacific/2013/index.php
Lowell - Tropical Storm (2008),Lowell,Tropical Storm,2008,,50,Eastern Pacific,,September,7/09/2008,12/09/2008,6,http://weather.unisys.com/hurricane/e_pacific/2008H/index.php
Lowell - Tropical Storm (2002) - Eastern Pacific,Lowell,Tropical Storm,2002,,45,Eastern Pacific,,October,22/10/2002,31/10/2002,10,http://weather.unisys.com/hurricane/e_pacific/2002H/index.php
Maka - Tropical Storm (2009),Maka,Tropical Storm,2009,,35,Eastern Pacific,,August,10/08/2009,12/08/2009,3,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
Manuel - Tropical Storm (2001),Manuel,Tropical Storm,2001,,45,Eastern Pacific,,October,10/10/2001,18/10/2001,9,http://weather.unisys.com/hurricane/e_pacific/2001H/index.php
Marty - Tropical Storm (1997),Marty,Tropical Storm,1997,,40,Eastern Pacific,,September,13/09/1997,16/09/1997,4,http://weather.unisys.com/hurricane/e_pacific/1997H/index.php
Marty - Tropical Storm (2009),Marty,Tropical Storm,2009,,40,Eastern Pacific,,September,16/09/2009,19/09/2009,4,http://weather.unisys.com/hurricane/e_pacific/2009H/index.php
